sample_id,species_common_name,species_scientific_name,species_height_max,species_k,age_years,pruning_count,soil_depth,soil_inclination,soil_quality,soil_coverage,annual_rainfall,altitude,avg_temperature,has_fertilization,has_irrigation,nearby_trees_count,avg_neighbor_distance,wire_context,wire_height,fibonacci_modifier,canopy_ratio,soil_modifier,climate_modifier,management_modifier,total_modifier,estimated_height,annual_growth_m,height_next_year,days_to_wire,risk_status,will_reach_wire
1780,Bauhinia,Bauhinia,8.0,0.14,20.5,4,1.42,37.39,REGULAR,0.84,556.6,808.3,26.5,1,0,2,10.6,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1919,0.561,0.9304,1.08,0.4358,5.71,0.136,5.85,0,CRITICAL,1
1781,Apuleia,Apuleia leiocarpa,18.0,0.09,0.74,0,0.91,4.05,GOOD,0.06,713.3,563.8,25.3,0,0,10,9.2,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.0794,0.6985,1.0427,1.0,0.6873,0.81,1.031,1.84,3090,NORMAL,1
1782,Cenostigma,Cenostigma pyramidale,18.0,0.09,0.5,1,1.08,30.07,REGULAR,0.49,974.3,509.4,29.0,0,1,10,11.5,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0794,0.541,1.08,1.1,0.5556,0.44,0.856,1.3,3540,NORMAL,1
1783,Oiticica,Licania rigida,18.0,0.09,0.5,8,0.5,2.81,GOOD,0.09,873.9,378.0,29.5,1,1,1,11.1,URBAN_LOW_VOLTAGE,5.5,0.72,1.2059,0.3807,1.0748,1.18,0.3457,0.28,0.543,0.82,5820,NORMAL,1
1784,Piptadenia,Piptadenia moniliformis,8.0,0.14,0.5,7,0.37,6.9,GOOD,0.4,624.6,811.6,30.6,0,0,2,12.5,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1919,0.2397,0.9429,1.0,0.1609,0.09,0.176,0.27,-1,NORMAL,0
1785,Croton,Croton blanchetianus,5.0,0.25,0.5,4,1.07,39.33,REGULAR,0.41,787.5,827.3,29.0,0,1,8,10.8,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1075,0.5359,0.9729,1.1,0.4283,0.26,0.481,0.74,-1,NORMAL,0
1786,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,7,1.93,27.87,GOOD,0.19,970.4,804.7,27.8,1,0,9,5.5,URBAN_LOW_VOLTAGE,5.5,0.7199,0.9922,0.9924,0.9936,1.08,0.6968,0.44,0.828,1.27,5040,NORMAL,1
1787,Oiticica,Licania rigida,15.0,0.1,32.27,8,0.82,17.29,BAD,0.26,459.0,535.3,22.0,1,1,2,13.2,URBAN_LOW_VOLTAGE,5.5,0.72,1.1919,0.3601,0.9918,1.18,0.3,9.3,0.168,9.47,0,CRITICAL,1
1788,Carnauba,Copernicia prunifera,15.0,0.08,19.03,7,0.99,35.51,GOOD,0.43,570.9,294.3,22.8,0,0,1,8.3,URBAN_LOW_VOLTAGE,5.5,0.7199,1.2059,0.5593,1.0142,1.0,0.4061,6.92,0.258,7.18,0,CRITICAL,1
1789,Catingueira,Caesalpinia pyramidalis,7.0,0.18,0.5,2,0.46,17.93,GOOD,0.23,803.7,875.6,26.3,1,0,3,4.7,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1306,0.3093,0.9759,1.08,0.285,0.18,0.341,0.52,-1,NORMAL,0
1790,Sabiá,Mimosa caesalpiniifolia,14.0,0.11,0.5,1,1.56,39.78,REGULAR,0.18,250.0,253.2,30.8,1,0,1,11.9,URBAN_LOW_VOLTAGE,5.5,0.9161,1.2059,0.8439,0.72,1.08,0.5978,0.45,0.862,1.31,3840,NORMAL,1
1791,Angico,Anadenanthera colubrina,12.0,0.18,0.5,1,1.83,3.36,BAD,0.1,991.3,682.1,27.9,1,1,4,4.4,URBAN_LOW_VOLTAGE,5.5,0.9161,1.094,0.7556,0.9936,1.18,0.7707,0.8,1.451,2.25,2130,NORMAL,1
1792,Nim,Azadirachta indica,13.0,0.16,8.22,7,1.54,14.54,BAD,0.82,1061.7,349.7,31.0,1,0,0,2.5,URBAN_LOW_VOLTAGE,5.5,0.7199,1.22,0.4943,1.08,1.08,0.4151,5.47,0.484,5.95,60,TO_PRUNE,1
1793,Bauhinia,Bauhinia,8.0,0.14,0.5,8,0.67,12.51,BAD,0.16,788.2,318.9,25.4,0,1,5,13.7,RURAL_DISTRIBUTION,7.0,0.72,1.1497,0.3143,1.0576,1.1,0.2559,0.14,0.277,0.42,-1,NORMAL,0
1794,Catingueira,Caesalpinia pyramidalis,7.0,0.16,0.5,6,1.97,40.68,GOOD,0.67,739.6,881.1,30.3,0,0,4,11.9,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1638,0.7317,0.9641,1.0,0.4966,0.27,0.514,0.78,-1,NORMAL,0
1795,Catingueira,Caesalpinia pyramidalis,5.0,0.25,0.5,6,1.68,26.77,REGULAR,0.22,671.8,110.1,30.2,1,0,6,7.1,URBAN_LOW_VOLTAGE,5.5,0.7202,1.1221,0.8782,1.0344,1.08,0.6789,0.41,0.717,1.13,-1,NORMAL,0
1796,Craibeira,Tabebuia aurea,14.0,0.11,19.98,5,1.29,4.61,GOOD,0.29,774.6,895.6,27.8,0,0,8,8.0,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1075,0.8901,0.9705,1.0,0.5976,10.24,0.239,10.48,0,CRITICAL,1
1797,Croton,Croton blanchetianus,5.0,0.25,24.89,2,0.93,38.27,BAD,0.36,591.4,580.3,31.8,1,0,0,16.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.22,0.3551,1.0183,1.08,0.3541,4.45,0.047,4.5,-1,TO_PRUNE,0
1798,Geoffroea,Geoffroea spinosa,14.0,0.11,0.5,4,0.97,28.87,GOOD,0.76,295.7,489.3,25.6,1,1,2,10.1,RURAL_DISTRIBUTION,7.0,0.7819,1.1919,0.469,0.72,1.18,0.3081,0.24,0.459,0.7,11430,NORMAL,1
1799,Nim,Azadirachta indica,14.0,0.11,0.5,7,1.49,9.6,REGULAR,0.63,747.3,222.1,25.4,1,0,6,8.8,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1356,0.7535,1.0495,1.08,0.5941,0.45,0.857,1.31,3870,NORMAL,1
1800,Algaroba,Prosopis juliflora,13.0,0.16,0.5,3,1.33,32.84,BAD,0.09,990.6,878.2,22.7,0,0,8,7.4,URBAN_LOW_VOLTAGE,5.5,0.8301,1.103,0.59,0.9936,1.0,0.4639,0.47,0.896,1.37,3810,NORMAL,1
1801,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,6,0.66,13.83,REGULAR,0.82,285.8,307.5,24.4,0,0,8,6.3,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0535,0.2924,0.72,1.0,0.1415,0.09,0.181,0.27,25650,NORMAL,1
1802,Angico,Anadenanthera colubrina,18.0,0.09,14.33,4,1.86,23.69,GOOD,0.77,621.1,461.5,24.7,0,1,2,14.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1919,0.743,1.0242,1.1,0.6472,10.19,0.442,10.63,0,CRITICAL,1
1803,Nim,Azadirachta indica,13.0,0.16,34.49,5,0.36,20.13,REGULAR,0.83,250.0,447.5,31.2,1,0,5,2.8,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0175,0.1544,0.72,1.08,0.0799,4.64,0.106,4.75,5190,TO_PRUNE,1
1804,Geoffroea,Geoffroea spinosa,10.0,0.12,0.79,7,1.65,38.06,GOOD,0.07,695.6,169.5,23.6,0,1,9,12.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.0934,1.0003,1.0391,1.1,0.7815,0.71,0.832,1.54,5250,NORMAL,1
1805,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,6,1.14,30.54,BAD,0.86,724.2,73.0,24.1,1,0,7,1.5,URBAN_LOW_VOLTAGE,5.5,0.7202,0.8853,0.3392,1.0448,1.08,0.2387,0.14,0.273,0.41,-1,NORMAL,0
1806,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,25.88,1,1.9,12.73,REGULAR,0.51,250.0,214.8,28.5,0,1,6,13.1,URBAN_LOW_VOLTAGE,5.5,0.9161,1.1356,0.8067,0.72,1.1,0.5656,8.52,0.051,8.57,0,CRITICAL,1
1807,Angico,Anadenanthera colubrina,18.0,0.09,3.63,2,1.53,33.65,GOOD,0.24,704.7,370.1,25.2,1,0,1,10.2,URBAN_LOW_VOLTAGE,5.5,0.9068,1.2059,0.9453,1.0409,1.08,0.9582,4.84,1.087,5.93,240,UNDER_OBSERVATION,1
1808,Nim,Azadirachta indica,13.0,0.16,6.9,2,1.41,40.59,BAD,0.8,556.4,466.7,23.2,0,1,1,14.8,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.2059,0.4168,1.0113,1.1,0.4181,4.81,0.53,5.34,1500,TO_PRUNE,1
1809,Oiticica,Licania rigida,14.0,0.11,0.5,3,0.4,36.68,REGULAR,0.25,715.0,389.3,29.7,0,0,10,11.5,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0794,0.2192,1.043,1.0,0.1791,0.14,0.27,0.41,13320,NORMAL,1
1810,Carnauba,Copernicia prunifera,8.0,0.15,0.55,2,1.46,3.01,BAD,0.22,589.4,656.4,19.6,1,1,3,15.6,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1778,0.6922,0.9364,1.18,0.6818,0.44,0.735,1.18,8490,NORMAL,1
1811,Angico,Anadenanthera colubrina,18.0,0.09,14.35,5,0.81,27.79,GOOD,0.19,990.3,559.8,32.2,0,1,1,3.3,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1823,0.5318,1.08,1.1,0.4507,7.94,0.4,8.34,0,CRITICAL,1
1812,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,0.7,2.22,BAD,0.66,274.6,186.0,24.3,0,1,10,10.1,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0794,0.2651,0.72,1.1,0.1645,0.11,0.209,0.32,22020,NORMAL,1
1813,Nim,Azadirachta indica,13.0,0.16,1.52,6,0.73,19.45,REGULAR,0.01,623.6,301.4,21.4,1,1,2,3.3,RURAL_DISTRIBUTION,7.0,0.7202,1.1446,0.48,1.0247,1.18,0.4054,1.22,0.74,1.96,6300,NORMAL,1
1814,Craibeira,Tabebuia aurea,14.0,0.11,25.53,3,1.55,11.47,GOOD,0.41,682.3,533.2,21.7,1,0,5,4.3,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0597,0.9566,1.0365,1.08,0.8319,12.65,0.118,12.77,0,CRITICAL,1
1815,Carnauba,Copernicia prunifera,15.0,0.08,0.5,7,1.09,5.02,REGULAR,0.49,728.4,694.5,27.6,1,1,1,7.8,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.2059,0.6063,0.962,1.18,0.4927,0.29,0.569,0.86,6750,NORMAL,1
1816,Catingueira,Caesalpinia pyramidalis,8.0,0.15,33.84,4,0.83,36.74,BAD,0.9,812.6,745.7,25.6,1,1,7,16.2,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1216,0.2339,0.9775,1.18,0.2026,5.14,0.086,5.23,-1,UNDER_OBSERVATION,0
1817,Nim,Azadirachta indica,13.0,0.16,34.41,5,1.6,5.62,BAD,0.27,681.7,841.3,28.2,1,0,10,17.2,RURAL_DISTRIBUTION,7.0,0.7244,1.0794,0.6931,0.9534,1.08,0.4879,12.11,0.067,12.18,0,CRITICAL,1
1818,Apuleia,Apuleia leiocarpa,20.0,0.08,22.91,0,0.4,31.1,BAD,0.07,679.5,749.2,27.0,1,0,10,5.6,URBAN_LOW_VOLTAGE,5.5,1.0,0.9725,0.1804,0.953,1.08,0.1673,5.28,0.196,5.48,630,UNDER_OBSERVATION,1
1819,Algaroba,Prosopis juliflora,15.0,0.08,0.5,2,1.66,33.56,REGULAR,0.8,620.1,176.2,24.7,0,0,8,13.9,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1075,0.6235,1.024,1.0,0.5529,0.33,0.635,0.97,5250,NORMAL,1
1820,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,41.46,5,1.46,19.03,REGULAR,0.47,704.5,673.6,24.0,1,1,1,15.7,URBAN_LOW_VOLTAGE,5.5,0.7244,1.2059,0.7751,0.9576,1.18,0.6309,8.95,0.006,8.96,0,CRITICAL,1
1821,Apuleia,Apuleia leiocarpa,20.0,0.08,13.92,0,1.26,18.93,BAD,0.22,451.2,320.6,29.9,1,0,1,5.1,URBAN_LOW_VOLTAGE,5.5,1.0,1.1924,0.56,0.9902,1.08,0.5923,9.66,0.479,10.14,0,CRITICAL,1
1822,Juazeiro,Ziziphus joazeiro,15.0,0.08,0.5,5,1.88,22.98,REGULAR,0.36,615.0,91.7,20.7,1,1,8,15.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.1075,0.8348,1.023,1.18,0.6971,0.41,0.791,1.2,4710,NORMAL,1
1823,Carnauba,Copernicia prunifera,8.0,0.14,0.5,7,1.27,37.23,BAD,0.55,658.8,523.1,22.3,1,0,6,10.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1356,0.4415,1.0318,1.08,0.3422,0.19,0.365,0.55,-1,NORMAL,0
1824,Geoffroea,Geoffroea spinosa,10.0,0.12,0.5,1,1.02,5.99,GOOD,0.85,516.5,536.0,26.9,0,0,9,15.1,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0934,0.5125,1.0033,1.0,0.4472,0.26,0.509,0.77,10590,NORMAL,1
1825,Geoffroea,Geoffroea spinosa,18.0,0.09,0.5,5,0.68,17.47,REGULAR,0.71,507.5,201.4,29.4,1,1,9,13.6,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0934,0.3177,1.0015,1.18,0.2582,0.21,0.409,0.62,7890,NORMAL,1
1826,Craibeira,Tabebuia aurea,14.0,0.11,36.12,0,1.66,39.59,BAD,0.03,852.2,198.9,25.3,0,1,4,15.8,RURAL_DISTRIBUTION,7.0,1.0,1.1638,0.6676,1.0704,1.1,0.7684,13.34,0.053,13.39,0,CRITICAL,1
1827,Juazeiro,Ziziphus joazeiro,14.0,0.11,0.5,3,1.64,37.76,GOOD,0.1,721.6,31.3,32.6,1,1,2,12.4,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1919,0.9886,1.0443,1.18,0.9999,0.75,1.38,2.13,1470,NORMAL,1
1828,Piptadenia,Piptadenia moniliformis,15.0,0.1,0.5,2,1.15,3.54,REGULAR,0.72,786.0,366.1,25.0,1,1,2,9.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.1919,0.5651,1.0572,1.18,0.6321,0.47,0.89,1.36,4110,NORMAL,1
1829,Croton,Croton blanchetianus,7.0,0.18,0.5,5,0.32,9.05,BAD,0.44,781.9,894.0,30.4,0,1,10,12.9,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.0794,0.133,0.9719,1.1,0.0972,0.06,0.12,0.18,-1,NORMAL,0
1830,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,5,0.51,31.02,BAD,0.3,680.7,575.6,28.9,1,1,8,9.0,URBAN_LOW_VOLTAGE,5.5,0.7244,1.1075,0.2072,1.0361,1.18,0.1752,0.1,0.203,0.3,-1,NORMAL,0
1831,Juazeiro,Ziziphus joazeiro,10.0,0.12,31.69,6,0.86,12.78,BAD,0.26,716.2,332.9,30.8,0,0,0,16.5,URBAN_LOW_VOLTAGE,5.5,0.7202,1.22,0.3848,1.0432,1.0,0.2891,6.67,0.114,6.78,0,CRITICAL,1
1832,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,4,1.28,11.07,BAD,0.08,929.9,758.4,25.0,1,0,9,12.3,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.0934,0.6257,0.9936,1.08,0.4984,0.32,0.607,0.93,8730,NORMAL,1
1833,Croton,Croton blanchetianus,5.0,0.25,30.16,0,1.81,43.06,BAD,0.27,1005.5,280.9,30.4,1,1,7,9.4,URBAN_MEDIUM_VOLTAGE,6.0,1.0,1.1216,0.5899,1.08,1.18,0.7221,4.98,0.003,4.98,-1,TO_PRUNE,0
1834,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,1.86,24.12,REGULAR,0.31,441.5,861.8,27.5,1,1,6,13.8,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1356,0.8513,0.9092,1.18,0.7326,0.47,0.866,1.34,4770,NORMAL,1
1835,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,5,1.93,34.06,GOOD,0.35,810.6,580.7,23.1,1,0,6,2.1,URBAN_LOW_VOLTAGE,5.5,0.7244,0.9534,0.8951,1.0621,1.08,0.6644,0.39,0.698,1.09,-1,NORMAL,0
1836,Apuleia,Apuleia leiocarpa,20.0,0.08,20.01,0,1.44,1.31,GOOD,0.83,869.9,503.2,30.1,1,1,7,8.6,URBAN_LOW_VOLTAGE,5.5,1.0,1.1216,0.7466,1.074,1.18,0.9089,15.33,0.328,15.66,0,CRITICAL,1
1837,Oiticica,Licania rigida,12.0,0.18,0.5,3,0.8,11.26,GOOD,0.89,622.5,20.8,28.7,0,1,6,12.4,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1356,0.3832,1.0245,1.1,0.3464,0.37,0.703,1.07,5220,NORMAL,1
1838,Geoffroea,Geoffroea spinosa,10.0,0.12,38.86,3,1.3,22.01,GOOD,0.29,628.6,548.9,24.1,0,1,4,17.8,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1638,0.8352,1.0257,1.1,0.7646,9.72,0.025,9.75,0,CRITICAL,1
1839,Nim,Azadirachta indica,13.0,0.16,33.71,3,1.52,2.25,REGULAR,0.47,702.0,71.2,24.8,0,0,9,14.7,URBAN_LOW_VOLTAGE,5.5,0.8301,1.0934,0.8592,1.0404,1.0,0.7045,12.71,0.031,12.74,0,CRITICAL,1
1840,Juazeiro,Ziziphus joazeiro,10.0,0.12,14.57,7,1.62,40.26,BAD,0.03,634.6,32.4,24.0,0,1,9,14.5,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.0934,0.6656,1.0269,1.1,0.5139,5.93,0.243,6.17,270,UNDER_OBSERVATION,1
1841,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,0,1.94,41.63,REGULAR,0.19,703.4,365.4,29.5,1,0,6,13.9,URBAN_LOW_VOLTAGE,5.5,1.0,1.1356,0.8329,1.0407,1.08,0.9046,0.57,1.046,1.62,2670,NORMAL,1
1842,Algaroba,Prosopis juliflora,12.0,0.18,25.17,4,0.48,4.83,BAD,0.29,754.0,480.8,24.7,0,1,4,3.6,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.076,0.2186,1.0508,1.1,0.1862,6.84,0.17,7.01,0,CRITICAL,1
1843,Bauhinia,Bauhinia,8.0,0.14,35.79,2,0.91,3.05,GOOD,0.87,731.2,685.0,30.7,0,1,2,12.4,URBAN_LOW_VOLTAGE,5.5,0.9068,1.1919,0.4565,0.9625,1.1,0.4334,7.09,0.054,7.14,0,CRITICAL,1
1844,Sabiá,Mimosa caesalpiniifolia,9.0,0.2,25.63,0,1.54,10.27,GOOD,0.22,727.6,388.5,25.9,0,1,2,15.4,URBAN_LOW_VOLTAGE,5.5,1.0,1.1919,1.054,1.0455,1.1,1.1986,8.98,0.004,8.98,0,CRITICAL,1
1845,Apuleia,Apuleia leiocarpa,20.0,0.08,44.79,1,1.82,35.15,REGULAR,0.02,433.1,876.9,27.6,1,1,10,13.0,URBAN_LOW_VOLTAGE,5.5,0.9161,1.0794,0.9245,0.9077,1.18,0.8561,19.07,0.062,19.13,0,CRITICAL,1
1846,Carnauba,Copernicia prunifera,15.0,0.08,9.25,3,0.57,34.03,BAD,0.18,840.8,414.0,22.9,1,0,8,4.3,URBAN_LOW_VOLTAGE,5.5,0.8301,0.9635,0.2417,1.0682,1.08,0.2077,2.14,0.212,2.35,9990,NORMAL,1
1847,Croton,Croton blanchetianus,5.0,0.25,0.5,8,0.85,10.01,GOOD,0.07,681.5,320.2,29.9,1,1,1,11.3,RURAL_DISTRIBUTION,7.0,0.72,1.2059,0.6343,1.0363,1.18,0.5553,0.34,0.604,0.94,-1,NORMAL,0
1848,Geoffroea,Geoffroea spinosa,10.0,0.12,30.09,8,1.33,34.35,GOOD,0.05,960.0,405.3,22.2,0,0,10,15.3,URBAN_LOW_VOLTAGE,5.5,0.72,1.0794,0.9025,1.08,1.0,0.6623,9.09,0.07,9.16,0,CRITICAL,1
1849,Nim,Azadirachta indica,15.0,0.08,0.5,1,1.31,28.95,REGULAR,0.68,559.0,352.6,20.2,0,0,6,6.1,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.0884,0.5932,1.0118,1.0,0.5209,0.31,0.6,0.91,6360,NORMAL,1
1850,Craibeira,Tabebuia aurea,14.0,0.11,31.56,1,1.48,13.91,GOOD,0.41,848.4,652.9,30.5,0,1,2,13.4,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1919,0.9271,0.9841,1.1,0.9091,13.4,0.057,13.46,0,CRITICAL,1
1851,Croton,Croton blanchetianus,5.0,0.25,43.54,1,1.69,16.44,GOOD,0.69,862.2,239.7,22.9,1,1,7,17.9,URBAN_MEDIUM_VOLTAGE,6.0,0.9161,1.1216,0.8041,1.0724,1.18,0.8954,5.0,0.0,5.0,-1,TO_PRUNE,0
1852,Cenostigma,Cenostigma pyramidale,7.0,0.18,0.5,8,0.32,27.38,GOOD,0.45,740.3,304.8,22.9,1,1,3,12.9,URBAN_MEDIUM_VOLTAGE,6.0,0.72,1.1778,0.1855,1.0481,1.18,0.1624,0.1,0.199,0.3,-1,NORMAL,0
1853,Croton,Croton blanchetianus,5.0,0.25,7.21,4,1.36,39.86,GOOD,0.25,631.9,87.9,34.8,0,1,3,10.3,URBAN_LOW_VOLTAGE,5.5,0.7819,1.1778,0.8228,1.0264,1.1,0.7141,3.62,0.226,3.85,-1,NORMAL,0
1854,Cenostigma,Cenostigma pyramidale,7.0,0.16,7.9,4,1.99,33.25,GOOD,0.42,568.3,677.7,26.3,1,1,4,9.4,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1638,0.8674,0.9326,1.18,0.7296,4.22,0.306,4.53,-1,NORMAL,0
1855,Fabaceae,Fabaceae sp.,10.0,0.13,0.5,3,1.46,15.5,REGULAR,0.42,1074.1,631.7,26.5,0,0,9,4.1,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,0.9213,0.8071,0.9936,1.0,0.5861,0.37,0.706,1.08,7380,NORMAL,1
1856,Catingueira,Caesalpinia pyramidalis,8.0,0.15,34.85,2,1.89,31.58,GOOD,0.46,1234.3,692.6,29.2,0,1,1,16.5,URBAN_LOW_VOLTAGE,5.5,0.9068,1.2059,0.8561,0.9936,1.1,0.8437,7.9,0.012,7.91,0,CRITICAL,1
1857,Catingueira,Caesalpinia pyramidalis,14.0,0.11,0.5,2,0.84,40.39,GOOD,0.08,538.6,44.6,29.5,0,1,7,4.6,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.0074,0.5474,1.0077,1.1,0.5035,0.38,0.734,1.11,5280,NORMAL,1
1858,Algaroba,Prosopis juliflora,12.0,0.18,14.22,7,1.29,33.98,REGULAR,0.32,704.7,595.7,28.9,1,0,8,8.2,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1075,0.6922,1.0409,1.08,0.535,8.95,0.28,9.23,0,CRITICAL,1
1859,Euphorbiaceae,Euphorbiaceae sp.,6.0,0.2,0.5,0,1.46,23.57,BAD,0.16,611.0,478.2,31.2,1,1,10,5.0,URBAN_LOW_VOLTAGE,5.5,1.0,0.9387,0.6539,1.0222,1.18,0.7,0.41,0.73,1.14,-1,NORMAL,0
1860,Algaroba,Prosopis juliflora,10.0,0.12,0.5,4,0.96,4.64,GOOD,0.67,827.0,202.6,29.9,0,1,10,9.7,URBAN_LOW_VOLTAGE,5.5,0.7819,1.0794,0.5419,1.0654,1.1,0.4686,0.28,0.531,0.81,8220,NORMAL,1
1861,Angico,Anadenanthera colubrina,18.0,0.09,36.41,3,0.73,29.34,GOOD,0.77,784.0,103.6,30.5,1,1,3,14.2,URBAN_LOW_VOLTAGE,5.5,0.8301,1.1778,0.35,1.0568,1.18,0.3562,12.4,0.177,12.58,0,CRITICAL,1
1862,Juazeiro,Ziziphus joazeiro,10.0,0.12,23.83,5,1.72,13.77,REGULAR,0.68,718.0,561.5,23.8,0,0,8,6.7,URBAN_LOW_VOLTAGE,5.5,0.7244,1.0715,0.7302,1.0436,1.0,0.5192,7.73,0.137,7.87,0,CRITICAL,1
1863,Croton,Croton blanchetianus,5.0,0.25,0.5,0,0.61,17.53,GOOD,0.27,790.5,409.1,27.9,0,1,2,16.4,URBAN_LOW_VOLTAGE,5.5,1.0,1.1919,0.4032,1.0581,1.1,0.464,0.28,0.517,0.8,-1,NORMAL,0
1864,Angico,Anadenanthera colubrina,18.0,0.09,17.8,7,1.23,12.96,REGULAR,0.79,958.9,69.3,21.8,0,0,8,10.9,URBAN_LOW_VOLTAGE,5.5,0.7199,1.1075,0.5575,1.08,1.0,0.4139,8.73,0.339,9.07,0,CRITICAL,1
1865,Geoffroea,Geoffroea spinosa,10.0,0.12,37.68,7,0.43,3.05,GOOD,0.62,940.5,349.9,22.0,0,1,10,16.8,URBAN_LOW_VOLTAGE,5.5,0.7199,1.0794,0.2514,1.08,1.1,0.2029,6.0,0.096,6.1,0,CRITICAL,1
1866,Catingueira,Caesalpinia pyramidalis,15.0,0.1,0.5,5,0.7,10.01,GOOD,0.7,699.8,420.5,29.1,0,0,9,16.7,URBAN_MEDIUM_VOLTAGE,6.0,0.7244,1.0934,0.38,1.04,1.0,0.2718,0.2,0.397,0.6,9870,NORMAL,1
1867,Craibeira,Tabebuia aurea,14.0,0.11,34.04,2,0.57,36.93,GOOD,0.46,836.9,333.8,27.8,1,0,1,15.4,URBAN_MEDIUM_VOLTAGE,6.0,0.9068,1.2059,0.3151,1.0674,1.08,0.3275,9.89,0.145,10.04,0,CRITICAL,1
1868,Catingueira,Caesalpinia pyramidalis,8.0,0.15,43.76,2,1.01,19.36,REGULAR,0.87,689.4,647.0,25.9,0,1,0,13.7,URBAN_LOW_VOLTAGE,5.5,0.9068,1.22,0.4233,0.9548,1.1,0.4031,7.43,0.033,7.46,0,CRITICAL,1
1869,Geoffroea,Geoffroea spinosa,8.0,0.14,0.5,3,1.25,22.76,REGULAR,0.27,430.0,332.2,23.4,1,0,8,14.0,URBAN_MEDIUM_VOLTAGE,6.0,0.8301,1.1075,0.7215,0.986,1.08,0.6091,0.33,0.627,0.96,-1,NORMAL,0
1870,Algaroba,Prosopis juliflora,10.0,0.12,0.5,4,1.7,12.94,REGULAR,0.59,990.1,61.2,23.4,1,0,5,11.1,URBAN_MEDIUM_VOLTAGE,6.0,0.7819,1.1497,0.7715,1.08,1.08,0.6838,0.4,0.756,1.16,6840,NORMAL,1
1871,Apuleia,Apuleia leiocarpa,20.0,0.08,0.5,7,0.59,2.67,GOOD,0.43,556.4,628.0,28.1,1,0,7,17.0,URBAN_MEDIUM_VOLTAGE,6.0,0.7199,1.1216,0.3827,0.9304,1.08,0.2659,0.21,0.417,0.63,8430,NORMAL,1
1872,Piptadenia,Piptadenia moniliformis,7.0,0.16,0.5,6,1.2,40.03,BAD,0.25,967.3,613.3,26.9,1,1,9,7.7,URBAN_LOW_VOLTAGE,5.5,0.7202,1.0934,0.4793,0.9936,1.18,0.3842,0.21,0.405,0.61,-1,NORMAL,0
1873,Oiticica,Licania rigida,7.0,0.18,0.5,0,1.6,38.3,REGULAR,0.24,412.9,498.0,23.7,0,0,5,15.4,URBAN_LOW_VOLTAGE,5.5,1.0,1.1497,0.8265,0.9826,1.0,0.7893,0.48,0.864,1.34,13440,NORMAL,1
