species,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,locality,municipality,year,month,day,basisOfRecord,occurrenceStatus,taxonRank,kingdom,phylum,class,order,gbifID,license
Sida linifolia,Sida linifolia Cav.,Malvaceae,Sida,-3.890111,-38.424722,Ceará,Coletada no terreno do Instituto Nacional de Pesquisas Espaciais (INPE),Eusébio,2025,6,23,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5900277366,http://creativecommons.org/licenses/by/4.0/legalcode
Mimosa candollei,Mimosa candollei R.Grether,Fabaceae,Mimosa,-2.789031,-40.510983,Ceará,PARNA de Jericoacoara,Jijoca de Jericoacoara,2025,6,3,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5900277370,http://creativecommons.org/licenses/by/4.0/legalcode
Coccoloba latifolia,Coccoloba latifolia Poir. ex Lam.,Polygonaceae,Coccoloba,-2.836322,-40.486672,Ceará,PARNA de Jericoacoara,Jijoca de Jericoacoara,2025,6,3,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5900277372,http://creativecommons.org/licenses/by/4.0/legalcode
Hancornia speciosa,Hancornia speciosa Gomes,Apocynaceae,Hancornia,-2.8358,-40.518661,Ceará,PARNA de Jericoacoara,Jijoca de Jericoacoara,2025,6,3,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5900277373,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa araripensis,Lepidaploa araripensis (Gardner) H.Rob.,Asteraceae,Lepidaploa,-7.418831,-39.261411,Ceará,"Floresta Nacional do Araripe, em trilha na margem direita da CE-397",Barbalha,2025,6,9,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277392,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa chalybaea,Lepidaploa chalybaea (Mart. ex DC.) H.Rob.,Asteraceae,Lepidaploa,-7.434344,-39.227553,Ceará,"Aleixo, Comunidade Jamacaru, às margens da CE-397, direção Brejo Santo para Flona do Araripe",Missão Velha,2025,6,9,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277393,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa araripensis,Lepidaploa araripensis (Gardner) H.Rob.,Asteraceae,Lepidaploa,-7.248781,-39.496803,Ceará,"Floresta Nacional do Araripe, entrada para a trilha do antigo aeroporto do Crato, perpendicular a BR-122",Crato,2025,6,11,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277394,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa araripensis,Lepidaploa araripensis (Gardner) H.Rob.,Asteraceae,Lepidaploa,-7.274989,-39.455147,Ceará,"Floresta Nacional do Araripe, trilha para o Mirante do Saco, borda da trilha perto de uma bifurcação",Crato,2025,6,10,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277395,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa araripensis,Lepidaploa araripensis (Gardner) H.Rob.,Asteraceae,Lepidaploa,-7.383778,-39.352006,Ceará,"Floresta Nacional do Araripe, Complexo do Mirante do Caldas, trilha para a Casa do Guarda",Barbalha,2025,6,11,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277396,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa araripensis,Lepidaploa araripensis (Gardner) H.Rob.,Asteraceae,Lepidaploa,-7.384739,-39.349944,Ceará,"Floresta Nacional do Araripe, Complexo do Mirante do Caldas, em clarão na mata da trilha acessível",Barbalha,2025,6,11,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5900277397,http://creativecommons.org/licenses/by/4.0/legalcode
Cenostigma bracteosum,Cenostigma bracteosum (Tul.) Gagnon & G.P.Lewis,Fabaceae,Cenostigma,-3.722817,-38.642675,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5903765746,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cenostigma bracteosum,Cenostigma bracteosum (Tul.) Gagnon & G.P.Lewis,Fabaceae,Cenostigma,-3.716377,-38.641228,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5903827558,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Malachra fasciata,Malachra fasciata Jacq.,Malvaceae,Malachra,-3.8298,-38.638565,Ceará,,,2025,6,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5908779804,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Angelonia pubescens,Angelonia pubescens Benth.,Plantaginaceae,Angelonia,-4.0586,-39.99431,Ceará,,,2025,6,26,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5932282692,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Emilia fosbergii,Emilia fosbergii Nicolson,Asteraceae,Emilia,-3.740549,-38.573774,Ceará,,,2025,6,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5938405813,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Emilia fosbergii,Emilia fosbergii Nicolson,Asteraceae,Emilia,-3.740164,-38.573252,Ceará,,,2025,6,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5938716693,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aquarius subulatus,Echinodorus subalatus (Mart. ex Schult.f.) Griseb.,Alismataceae,Aquarius,-3.885908,-38.521142,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6062982310,http://creativecommons.org/licenses/by/4.0/legalcode
Ficus caatingae,Ficus caatingae R.M.Castro,Moraceae,Ficus,-3.885136,-38.521856,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,6062982320,http://creativecommons.org/licenses/by/4.0/legalcode
Sidastrum micranthum,Sidastrum micranthum (A.St.-Hil.) Fryxell,Malvaceae,Sidastrum,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6062982323,http://creativecommons.org/licenses/by/4.0/legalcode
Tocoyena formosa,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Rubiaceae,Tocoyena,-3.885908,-38.521142,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6062982361,http://creativecommons.org/licenses/by/4.0/legalcode
Lepidaploa remotiflora,Lepidaploa remotiflora (Rich.) H.Rob.,Asteraceae,Lepidaploa,-3.884975,-38.522939,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6062982369,http://creativecommons.org/licenses/by/4.0/legalcode
Bidens bipinnata,Bidens bipinnata L.,Asteraceae,Bidens,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6062982371,http://creativecommons.org/licenses/by/4.0/legalcode
Chamaecrista diphylla,Chamaecrista diphylla (L.) Greene,Fabaceae,Chamaecrista,-3.885908,-38.521142,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6062982375,http://creativecommons.org/licenses/by/4.0/legalcode
Desmodium glabrum,Desmodium glabrum (Mill.) DC.,Fabaceae,Desmodium,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6062982385,http://creativecommons.org/licenses/by/4.0/legalcode
Dicliptera ciliaris,Dicliptera ciliaris Juss.,Acanthaceae,Dicliptera,-3.882386,-38.523642,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6062982392,http://creativecommons.org/licenses/by/4.0/legalcode
Elytraria imbricata,Elytraria imbricata (Vahl) Pers.,Acanthaceae,Elytraria,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6062982394,http://creativecommons.org/licenses/by/4.0/legalcode
Ruellia inundata,Ruellia inundata Kunth,Acanthaceae,Ruellia,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6062982395,http://creativecommons.org/licenses/by/4.0/legalcode
Mentzelia aspera,Mentzelia aspera L.,Loasaceae,Mentzelia,-3.881222,-38.523983,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cornales,6062982402,http://creativecommons.org/licenses/by/4.0/legalcode
Davilla cearensis,Davilla cearensis Huber,Dilleniaceae,Davilla,-3.884975,-38.522939,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,6062982410,http://creativecommons.org/licenses/by/4.0/legalcode
Triumfetta semitriloba,Triumfetta semitriloba Jacq.,Malvaceae,Triumfetta,-3.883636,-38.524386,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6062982412,http://creativecommons.org/licenses/by/4.0/legalcode
Lafoensia glyptocarpa,Lafoensia glyptocarpa Koehne,Lythraceae,Lafoensia,-3.884975,-38.522939,Ceará,Serrote do Ancuri,Fortaleza,2025,6,24,PRESERVED_SPECIMEN,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6062982416,http://creativecommons.org/licenses/by/4.0/legalcode
Aciotis annua,Aciotis annua (Mart. ex DC.) Triana,Melastomataceae,Aciotis,-3.321262,-41.224589,Ceará,,,2025,6,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6130501825,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Geophila repens,Geophila repens (L.) I.M.Johnst.,Rubiaceae,Geophila,-4.066897,-40.845466,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6147221423,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Jatropha mollissima,Jatropha mollissima (Pohl) Baill.,Euphorbiaceae,Jatropha,-3.616028,-38.754755,Ceará,,,2025,6,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6147323849,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sida brittonii,Sida brittonii León,Malvaceae,Sida,-3.744707,-38.575146,Ceará,,,2025,6,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6162833570,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Nymphaea amazonum,Nymphaea amazonum Mart. & Zucc.,Nymphaeaceae,Nymphaea,-3.755366,-38.478534,Ceará,,,2025,6,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,6163290492,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Helicteres heptandra,Helicteres heptandra L.B.Sm.,Malvaceae,Helicteres,-3.876689,-38.428032,Ceará,,,2025,6,23,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6170964606,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Palicourea colorata,Palicourea colorata (Hoffmanns. ex Willd.) Delprete & J.H.Kirkbr.,Rubiaceae,Palicourea,-4.064932,-40.851287,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6171290155,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Commelina benghalensis,Commelina benghalensis L.,Commelinaceae,Commelina,-3.740887,-38.574232,Ceará,,,2025,6,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,6179342941,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton jacobinensis,Croton jacobinensis Baill.,Euphorbiaceae,Croton,-3.717276,-38.641423,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6184979462,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sida brittonii,Sida brittonii León,Malvaceae,Sida,-3.70888,-38.640627,Ceará,,,2025,6,28,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6188159121,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pontederia diversifolia,Pontederia diversifolia (Vahl) M.Pell. & C.N.Horn,Pontederiaceae,Pontederia,-4.065583,-38.6141,Ceará,,,2025,6,7,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,6195321636,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Jatropha gossypiifolia,Jatropha gossypiifolia L.,Euphorbiaceae,Jatropha,-3.672572,-39.240744,Ceará,,,2025,6,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6195518855,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Wissadula amplissima,Wissadula amplissima (L.) R.E.Fr.,Malvaceae,Wissadula,-4.316733,-40.724967,Ceará,,,2025,6,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6251886947,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pistia stratiotes,Pistia stratiotes L.,Araceae,Pistia,-6.673688,-38.963663,Ceará,,,2025,7,5,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,5215885159,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora subrotunda,Passiflora subrotunda Mast.,Passifloraceae,Passiflora,-2.867264,-40.858987,Ceará,,,2025,7,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5216565309,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aechmea aquilega,Aechmea aquilega (Salisb.) Griseb.,Bromeliaceae,Aechmea,-3.968157,-38.643243,Ceará,,,2025,7,6,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5216570105,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aquarius subulatus,Echinodorus subalatus (Mart. ex Schult.f.) Griseb.,Alismataceae,Aquarius,-3.663688,-40.329274,Ceará,,,2025,7,4,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,5216606657,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mitracarpus salzmannianus,Mitracarpus salzmannianus DC.,Rubiaceae,Mitracarpus,-2.865429,-40.860058,Ceará,,,2025,7,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5216866342,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Copernicia prunifera,Copernicia prunifera (Mill.) H.E.Moore,Arecaceae,Copernicia,-3.116212,-40.820291,Ceará,,,2025,7,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,5216945384,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Zinnia elegans,Zinnia elegans Jacq.,Asteraceae,Zinnia,-7.371005,-38.766125,Ceará,,,2025,7,8,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5217456334,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Blainvillea gayana,Blainvillea gayana Cass.,Asteraceae,Blainvillea,-6.354116,-39.282148,Ceará,,,2025,7,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5229956195,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hibiscus archeri,Hibiscus × archeri Watson,Malvaceae,Hibiscus,-7.371816,-38.769125,Ceará,,,2025,7,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5230003149,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sida spinosa,Sida spinosa L.,Malvaceae,Sida,-5.955731,-39.082176,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5230033728,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilea microphylla,Pilea microphylla (L.) Liebm.,Urticaceae,Pilea,-3.733541,-38.503275,Ceará,,,2025,7,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,5230039276,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Scoparia dulcis,Scoparia dulcis L.,Plantaginaceae,Scoparia,-3.67719,-40.340768,Ceará,,,2025,7,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5230042265,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dolichandra quadrivalvis,Dolichandra quadrivalvis (Jacq.) L.G.Lohmann,Bignoniaceae,Dolichandra,-4.034886,-38.642843,Ceará,,,2025,7,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5230058165,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Curatella americana,Curatella americana L.,Dilleniaceae,Curatella,-3.810828,-38.490343,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,5230060482,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hexasepalum teres,Hexasepalum teres (Walter) J.H.Kirkbr.,Rubiaceae,Hexasepalum,-3.814268,-38.485893,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5230065305,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mimosa invisa,Mimosa invisa Mart. ex Colla,Fabaceae,Mimosa,-4.033147,-38.646896,Ceará,,,2025,7,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5230067112,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hexasepalum teres,Hexasepalum teres (Walter) J.H.Kirkbr.,Rubiaceae,Hexasepalum,-3.813937,-38.48548,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5230072341,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chamaecrista flexuosa,Chamaecrista flexuosa (L.) Greene,Fabaceae,Chamaecrista,-3.813907,-38.485518,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5230084387,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hippeastrum puniceum,Hippeastrum puniceum (Lam.) Voss,Amaryllidaceae,Hippeastrum,-3.67583,-40.340625,Ceará,,,2025,7,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,5230086474,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora subrotunda,Passiflora subrotunda Mast.,Passifloraceae,Passiflora,-2.792465,-40.51515,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,5230088726,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lycianthes pauciflora,Lycianthes pauciflora (Vahl) Bitter,Solanaceae,Lycianthes,-3.896519,-38.72185,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5230120548,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cassia fistula,Cassia fistula L.,Fabaceae,Cassia,-3.692419,-40.354997,Ceará,,,2025,7,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5230151127,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrsine guianensis,Myrsine guianensis (Aubl.) Kuntze,Primulaceae,Myrsine,-3.894566,-38.722591,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,5230152443,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Luffa aegyptiaca,Luffa aegyptiaca Mill.,Cucurbitaceae,Luffa,-5.955846,-39.082058,Ceará,,,2025,7,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,5230159995,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pavonia cancellata,Pavonia cancellata (L.) Cav.,Malvaceae,Pavonia,-3.947576,-38.469057,Ceará,,,2025,7,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5230162804,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Wittmackia maranguapensis,Wittmackia maranguapensis (Leme & Scharf) Aguirre-Santoro,Bromeliaceae,Wittmackia,-3.896682,-38.722152,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5230170519,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Megathyrsus maximus,Megathyrsus maximus (Jacq.) B.K.Simon & S.W.L.Jacobs,Poaceae,Megathyrsus,-3.740366,-38.576281,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5230212008,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lycium martii,Lycium martii Sendtn.,Solanaceae,Lycium,-6.35958,-39.284107,Ceará,,,2025,7,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,5230250882,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Herissantia tiubae,Herissantia tiubae (K.Schum.) Brizicky,Malvaceae,Herissantia,-5.955702,-39.082292,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,5230362740,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ruellia paniculata,Ruellia paniculata L.,Acanthaceae,Ruellia,-3.755653,-38.478114,Ceará,,,2025,7,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5230368990,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Vriesea carmeniae,Vriesea carmeniae R.L.Moura & A.F.Costa,Bromeliaceae,Vriesea,-3.894866,-38.722086,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5230382545,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Rivina humilis,Rivina humilis L.,Phytolaccaceae,Rivina,-5.954223,-39.082723,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,5230409715,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pontederia crassipes,Pontederia crassipes Mart.,Pontederiaceae,Pontederia,-6.673686,-38.963652,Ceará,,,2025,7,5,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,5230430949,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Vigna luteola,Vigna luteola (Jacq.) Benth.,Fabaceae,Vigna,-3.754306,-38.478558,Ceará,,,2025,7,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5230444051,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Richardia grandiflora,Richardia grandiflora (Cham. & Schltdl.) Steud.,Rubiaceae,Richardia,-3.02494,-39.636035,Ceará,,,2025,7,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,5230495702,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ruellia viscidula,Ruellia viscidula (Mart. ex Nees) Lindau,Acanthaceae,Ruellia,-5.955587,-39.08244,Ceará,,,2025,7,13,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5230500020,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Centrosema sagittatum,Centrosema sagittatum (Humb. & Bonpl. ex Willd.) Brandegee,Fabaceae,Centrosema,-4.025242,-38.649292,Ceará,,,2025,7,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,5230501095,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Xanthium orientale,Xanthium orientale L.,Asteraceae,Xanthium,-6.35825,-39.285515,Ceará,,,2025,7,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,5230525906,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Lantana camara,Lantana camara L.,Verbenaceae,Lantana,-5.955626,-39.082364,Ceará,,,2025,7,12,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,5230531702,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cissus verticillata,Cissus verticillata (L.) Nicolson & C.E.Jarvis,Vitaceae,Cissus,-3.755242,-38.478358,Ceará,,,2025,7,11,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,5230533059,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cenchrus echinatus,Cenchrus echinatus L.,Poaceae,Cenchrus,-3.740079,-38.576386,Ceará,,,2025,7,3,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,5230542009,http://creativecommons.org/licenses/by-nc/4.0/legalcode
